copies,size_bytes,ext,sha256,paths
2,10601,md,a9e786864ef210d08692cb61d031ad099bae07b9c358a75874d1c66f3529b710,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/10_BUILD_SYSTEM/BPK-001_BOOTSTRAP_SPEC.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/10_BUILD_SYSTEM/BPK-001_BOOTSTRAP_SPEC.md
2,9692,md,8c6611e2499912c1912aaedf5feef5a56d181b75f335ec8a1dfebd373d81fec0,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/RESEARCH/BC-0003/RESEARCH_DOCTRINE.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/RESEARCH/BC-0003/RESEARCH_DOCTRINE.md
2,8863,md,602c8491aa0f67d29c437ae9793dab817f8a67bb30c86af3ddad58c3824de373,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/SFB-001_FOUNDATION_BASELINE.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/SFB-001_FOUNDATION_BASELINE.md
2,8044,md,de18a7c2ac0623a25a31b404016a9552b73c5d05b6f387ec724eaf86909ccf42,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/06_OPERATIONS/OPS-030_PROGRAM_PLAN.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/06_OPERATIONS/OPS-030_PROGRAM_PLAN.md
2,7502,md,77034d5e00f78b871d66ab4a91df1975101677d931d35bca59eb04082b855f1b,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/RESEARCH/BC-0003/OPTIONS_AND_RECOMMENDATIONS.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/RESEARCH/BC-0003/OPTIONS_AND_RECOMMENDATIONS.md
2,6343,py,6d0a6d298990cdf7894083070c9931119ffd224bf845fc41f3dc9cd0f19d780a,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/10_BUILD_SYSTEM/generate_bootstrap.py | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/10_BUILD_SYSTEM/generate_bootstrap.py
2,6274,md,0fd541e3adedb90b5fda5b18499ef32ab8f4499a446dd2e7b10fa031a12d40f6,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/RESEARCH/BC-0003/SOURCE_REGISTER.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/RESEARCH/BC-0003/SOURCE_REGISTER.md
2,6240,json,12f74f436075b8225d9e054d007c289f09c72e3416da46f8bdac683d1751e4ff,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/RELEASE_MANIFEST.json | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/RELEASE_MANIFEST.json
2,6128,md,716e3ab2532f7dd33e49f8dd40e1b177c4a4a8af18c436b28b3a66d5934c3dfb,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ARCH/ARCH-002_INFORMATION_ARCHITECTURE.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ARCH/ARCH-002_INFORMATION_ARCHITECTURE.md
2,4938,md,3e6e7ce222ea7f97fd7b1a94c9afce2fcd79ca91b8577450df60e1e3579b6dce,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/BOOTSTRAP.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/BOOTSTRAP.md
2,4754,md,5a24208f2303d60839bab06be1bab40803bafe3ebc339cfbbcd6ee397262491a,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/RESEARCH/BC-0003/PROPOSED_ADRS_AND_BUILD_PLAN.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/RESEARCH/BC-0003/PROPOSED_ADRS_AND_BUILD_PLAN.md
2,3544,md,8b68e557ce554fd8a8484c28663b9e006cf1074effb9828384e6ca4dc84196fd,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/10_SESSION_HISTORY/BC-0003/BC-0003_SESSION_PACKAGE.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/10_SESSION_HISTORY/BC-0003/BC-0003_SESSION_PACKAGE.md
2,3022,py,43d8e5f173c624d41593bdba540d08661f77f4247eb602ac22f3a8c1a0fb4fd7,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/10_BUILD_SYSTEM/validate_repository.py | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/10_BUILD_SYSTEM/validate_repository.py
2,2914,md,f09da40e4abd7d687123a911ad4b02d73e4b8a1333615a6c89411b58b04b0e5b,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/09_QUALITY/AUDIT_2026-07-19.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/09_QUALITY/AUDIT_2026-07-19.md
2,2646,md,28a7bc02f67c2a73f138d9d6f1645c688a5fb6458323bf7769837ce93f938240,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/SES/SES-013_REQUIREMENTS.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/SES/SES-013_REQUIREMENTS.md
2,2499,md,12b5648552f649b8b18cab3b0296ecc7b70467c7a718be8eb0ef2fa01a567654,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/SES/SES-012_PROFESSIONAL_PRACTICE.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/SES/SES-012_PROFESSIONAL_PRACTICE.md
2,2086,md,1f4056fb2ed421c2312ae05418136f9a5fe7528f0508fd0f76c5730a7e09d0c4,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/09_QUALITY/QMS-012_PHASE0_STATE_AUDIT.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/09_QUALITY/QMS-012_PHASE0_STATE_AUDIT.md
2,2043,md,95141756acdeef368380cbc8a91ddcf2408d7df4dc009872bb0ab77cad62ff71,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/CHANGELOG.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/CHANGELOG.md
2,1985,json,d7934308285e0cf1e4cc76e230eada76d53f0495faff259975672ae93c7e5e75,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/Bootstrap_Package/02_GOVERNANCE/ACTIVE_ADRS.json | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/Bootstrap_Package/02_GOVERNANCE/ACTIVE_ADRS.json
2,1951,md,db93e63ce24e071fa964d072d82956b1bb88a6f77b3c3266bfa70d292e7fbc3c,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/FOUNDATION_RATIFICATION_PACKET.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/FOUNDATION_RATIFICATION_PACKET.md
2,1869,md,117e34033a48ea512721941381c733374a112b9e507228ee3a1e195187645dde,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/VISION.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/VISION.md
2,1651,py,ad44fc628c28b082cb4631f2e87f0c34b49ee4829dd6b57cc7310edfce30b960,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/10_BUILD_SYSTEM/package_release.py | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/10_BUILD_SYSTEM/package_release.py
2,1586,py,dc637f3eff4c8b72f08418e2526015e47fb4f3f63e95594e9392cf21481d6a07,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/10_BUILD_SYSTEM/generate_asset_registry.py | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/10_BUILD_SYSTEM/generate_asset_registry.py
2,1476,md,695a875ac5cc32aeeaab9ea02c9ad58f637a9a10129d906f469210e9d12740f9,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/CONSTITUTION.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/CONSTITUTION.md
2,1190,md,4065b9b4e7046e42d2885f45132dc203b5fc0823b7d8e30960db5fdebc537181,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/DECISION_REGISTER.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/DECISION_REGISTER.md
2,1177,md,11ac8232d6c4d7c05ba741ebba54dcfbdc77d4a395580a50c364ca90bcc62bcf,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/CURRENT_STATE.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/CURRENT_STATE.md
2,1111,md,e42881aa3dcf82e81dc6a5163e196cc6a1851c63e70b5ab46209ab093127e99a,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/BUILD_LEDGER.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/BUILD_LEDGER.md
2,1099,md,6a15ede0b3031a6898bd47ad5291449de11be5df1b1017395b75610f4a2ec845,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/PROGRAM_CHARTER.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/PROGRAM_CHARTER.md
2,1085,md,bac3ba15ce4db9b6ef7b325498d38c8a364d007dcde919cb42e23b91e64bec98,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/START_HERE.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/START_HERE.md
2,1078,md,686d1426eff261123a899429ab0d338c2af8a2278712010fc51bd159f60762da,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/08_ARCHIVE/SOURCE_MATERIALS/RESTRICTED_EXTERNAL_REFERENCES.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/08_ARCHIVE/SOURCE_MATERIALS/RESTRICTED_EXTERNAL_REFERENCES.md
2,1053,md,f00cd91149bbc5331adf5494ef7323ecd290b223a4f389dd67a4ea890ced9e59,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/RISK_REGISTER.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/RISK_REGISTER.md
2,973,md,78e0d2dd837f7010c468a4ca29f2b14d4e33f56d227d08051c5bc0c074863707,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/RELEASE_NOTES.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/RELEASE_NOTES.md
2,950,md,d813c3cc65165480e54ae67db4a388c90723910063e624e36fab4e591deff4c1,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/STEWARD_PREAMBLE.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/STEWARD_PREAMBLE.md
2,932,md,da3a4cf6210d3079b5220634dcd7d0e9c27327ad700114cf659a223cf95d4332,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/AGENTS.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/AGENTS.md
2,927,md,2bcdc8ecb52b823edc39197bd6f1603e877c946e6a6c48cf93967b8e27007061,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/ROADMAP.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/ROADMAP.md
2,917,md,0c4256044d6e2825a2fb0f0f712e9c2ba43863878c906a1687c3d934760ee983,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/DEBT_REGISTER.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/00_PROGRAM_OFFICE/DEBT_REGISTER.md
2,828,md,36ff7a9d00cb6495c9ba64baf7ec3a405f967716f7af6525bf90ca963a092df6,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/README.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/README.md
2,825,md,8a8e8ab94c454192c7d65dbb6843cf931f5e48a01289d1db2e1246a12e148872,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ADR/ADR-0005.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ADR/ADR-0005.md
2,802,md,5ce238277e2d86461875883be21bfeb34598202f9801e7b8eef06e65d9cce20d,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/04_PRODUCTS/PRODUCT_CATALOG.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/04_PRODUCTS/PRODUCT_CATALOG.md
2,771,md,6b1ee4b8e1619a52eebc43fa5c4df58a713e649233493fcf5946723b3b784b80,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ADR/ADR-0006.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ADR/ADR-0006.md
2,765,md,77cd3293ab49feb21b8d3be92b1abff7e2506d32cc2cfbf53be172029e31a623,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/02_PLATFORM/PLATFORM_REQUIREMENTS.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/02_PLATFORM/PLATFORM_REQUIREMENTS.md
2,764,md,d3c869a9125dd413389d0f93fbe3b7360f6b8e7b2cd15c6b5663f3dd0dde9f10,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ADR/ADR-0003.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ADR/ADR-0003.md
2,760,md,c65064a4dc84632c139bb316610d80d5838324abb2d2819bff3c1d9d35ddadf6,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ADR/ADR-0001.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ADR/ADR-0001.md
2,744,md,dd93d304b48f6aa6ecffc908a66d30d291f1fae9376f44567875f26878c15486,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/10_SESSION_HISTORY/BC-0002_SESSION_PACKAGE.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/10_SESSION_HISTORY/BC-0002_SESSION_PACKAGE.md
2,735,md,f1a203e1fd79d5e68b4ab3636145c9dff6f4de57b608ca8fcc93b67190d8e152,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/SES/SES-001_REPOSITORY_ARCHITECTURE.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/SES/SES-001_REPOSITORY_ARCHITECTURE.md
2,730,md,802e09a42fd04c3dc4b555a2f846c3dc54313fd6fcec7d1f1aee7282969db1b2,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ADR/ADR-0002.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ADR/ADR-0002.md
2,718,md,1f057747741006b1e1ca98395b68b0c9ab4289a3340cefd1a0aa32c97dd8e3e5,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/03_KNOWLEDGE/KNOWLEDGE_OBJECT_MODEL.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/03_KNOWLEDGE/KNOWLEDGE_OBJECT_MODEL.md
2,715,md,524c6347780666067f0e15ff6b81635da113a9e5fd4a7b0711a08ebcd5ef5beb,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ADR/ADR-0004.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ADR/ADR-0004.md
2,688,md,041d92ee6fe3210f275d0b741ba6bfc7a2d0ce0214079744a8c152b8adf30e9f,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/09_QUALITY/FOUNDATION_GATE_REPORT.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/09_QUALITY/FOUNDATION_GATE_REPORT.md
2,665,md,6d9f259b4ac3fd2aa405fe024221914c7646b2d8889f4aef299f0177815cddbe,WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing.zip!Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ADR/ADR-0010.md | WRITING_ARCHITECT.zip!WRITING_ARCHITECT/Module writing/SOVEREIGN_PROGRAM_REPOSITORY_v1.2.0-RC2.zip!SOV_v1.2.0/01_ENGINEERING/ADR/ADR-0010.md
